User Language,IPSP name,URL,Geographic region,Country,Publication languages,Parent organisation,Parent organisation name,Does the IPSP only provide services to its parent organisation?,IPSP/parent organisation legal entity,IPSP/parent organisation legal entity (free text),Type of IPSP,Services provided,Services provided (free text),Publish or provide service - Academic Journals,Publish or provide service - Academic Books,Publish or provide service - Conference outputs,Publish or provide service - Grey literature,"Publish or provide service - Other research products (e.g. media, digital)",Publish or provide service - Non-academic outputs,"Publish or provide service - Other (e.g. datasets, digital scholarship, software)",Disciplines
English,SciPost,https://scipost.org,Western Europe,Netherlands,English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Publish,[No response],[No response],[No response],[No response],[No response],Publish,"Natural sciences,Social sciences"
English,Institute of comparative law,https://iup.rs,Southern Europe,Serbia,Serbian - English - Bosnian - Croatian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, IT",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],Social sciences
English,Georgian Integrated Library information System Consortium 2017,https://openjournals.ge/,Southwest Asia,Georgia,English - German - Russian - French,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Training, support and/or advice",,Service,[No response],Service,[No response],[No response],[No response],[No response],Multidisciplinary
Hungarian,Leksikografski zavod Miroslav Krleža,https://www.lzmk.hr/,Southern Europe,Croatia,Croatian - English - German - French,Withdrawn,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Withdrawn,Withdrawn,,Publish,Publish,Publish,[No response],[No response],Publish,[No response],Withdrawn
French,CIRAD,https://partage-connaissances.cirad.fr/,Western Europe,France,English - French - Portuguese,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,Publish,Publish,Publish,Publish,"Multidisciplinary,Natural sciences,Agricultural sciences,Social sciences,Humanities"
Spanish,Publicacions i Edicions de la Universitat de Barcelona,https://edicions.ub.edu,Southern Europe,Spain,Catalan - Spanish - English - French - Italian,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,[No response],[No response],Publish and Service,[No response],[No response],Multidisciplinary
Italian,Gruppo editoriale Tab S.r.l. (marchio: tab edizioni),https://www.tabedizioni.it,Southern Europe,Italy,Italian - English - French - Spanish - Portuguese,No,[No response],[No response],Company (owned by Directors; limited liability),[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,[No response],Publish,Publish,[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities,Non-academic"
Hungarian,Sveučilište u Zagrebu Grafički fakultet,https://actagraphica.hr/index.php/actagraphica,Southern Europe,Croatia,English,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial",,[No response],[No response],Publish,[No response],[No response],Publish,[No response],"Multidisciplinary,Engineering and technology"
English,Institute of Archaeology,https://ai.ac.rs/,Southern Europe,Serbia,Serbian - English - French - German,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,[No response],Publish,[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
Spanish,Universidad de León,https://revistas.unileon.es,Southern Europe,Spain,Spanish - English - French - Portuguese,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Administrative, legal and financial",,Publish and Service,Publish,Publish and Service,[No response],Publish and Service,[No response],[No response],Multidisciplinary
English,Instituto Superior de Engenharia de Lisboa,http://journals.isel.pt/index.php/i-etc,Southern Europe,Portugal,English - Portuguese,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Publish,[No response],Publish,[No response],[No response],[No response],Publish,Engineering and technology
English,"Faculty of Law University of Niš, the Republic of Serbia",http://www.prafak.ni.ac.rs/,Southern Europe,Serbia,Serbian - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Withdrawn,"Editorial, IT, Communication, Administrative, legal and financial",,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Social sciences
Hungarian,IMS Vogošća,https://www.setjournal.com,Southern Europe,Bosnia & Herzegovina,English,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Multidisciplinary,Engineering and technology"
English,Volcanica,https://www.jvolcanica.org,Western Europe,France,English - Spanish - Icelandic - French,No,[No response],[No response],Other (please describe),Community-run/owned,Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
English,"University of Zagreb, Faculty of Organization and Inofrmatics",https://foi.unizg.hr,Southern Europe,Croatia,English - Croatian,Withdrawn,[No response],[No response],Withdrawn,[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Engineering and technology,Social sciences"
French,Académie des sciences,https://comptes-rendus.academie-sciences.fr/,Western Europe,France,English - French,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Administrative, legal and financial",,Publish,Service,[No response],[No response],Publish,[No response],[No response],"Natural sciences,Engineering and technology,Medical and health sciences"
English,EIS Kenniscentrum Insecten and Naturalis Biodiversity Center,https://www.eis-nederland.nl/nfm,Western Europe,Netherlands,Dutch - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
Hungarian,Srpsko hemijsko društvo,https://www.shd.org.rs,Southern Europe,Serbia,English - Serbian,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences"
French,International Viticulture and Enology Society,https://ives-openscience.eu,Western Europe,France,English - French - German - Italian - Spanish,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,"Levée de fonds, partenariats",Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
English,Nurses and Midwives Association of Slovenia,https://obzornik.zbornica-zveza.si/,Southern Europe,Slovenia,Slovene/Slovenian - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,[No response],[No response],[No response],[No response],[No response],Publish,Medical and health sciences
English,Institute for Nature Protection of Serbija,https://www.zzps.rs,Southern Europe,Serbia,Serbian - English - Russian - French - Spanish,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish and Service,Publish and Service,Publish and Service,Publish and Service,Publish and Service,Publish and Service,Service,Natural sciences
English,The Serbian Academic Center,https://www.sac.rs,Southern Europe,Serbia,English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,Publish,Publish,[No response],Publish,[No response],[No response],Engineering and technology
Italian,Humana.Mente Journal of Philosophical Studies,https://www.humanamente.eu,Southern Europe,Italy,[No response],No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Humanities
Spanish,Asociación Interprofesional para el Desarrollo Agrario,https://www.aida-itea.org/,Southern Europe,Spain,Spanish,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Agricultural sciences
English,"University of Belgrade, Faculty of sport and physical education",http://www.fsfv.bg.ac.rs/,Southern Europe,Serbia,Serbian - English - Croatian - Bosnian - Slovene/Slovenian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production",,Publish,Publish,[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Medical and health sciences,Social sciences,Humanities"
German,Leseforum Schweiz,https://www.leseforum.ch,Western Europe,Switzerland,German - French - Italian - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],[No response],[No response],Publish,Publish,[No response],Humanities
Hungarian,Hrvatski šumarski institut,https://ivanb@sumins.hr,Southern Europe,Croatia,English - Croatian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication",,Publish,Publish,Publish,[No response],Publish,Publish,Publish,Natural sciences
